EMPLOYEE_ID,JOB_ROLE,TEAM_SIZE,MONTHLY_EXTRA_HOURS,EXTRA_HOLIDAYS,TODO_COMPLETED,BMI_RANGE,DAILY_STEPS_IN_THOUSAND,SLEEP_HOURS,DAILY_STRESS,TIME_FOR_HOBBY,HEALTHY_MEALS_PER_WEEK,SUFFICIENT_INCOME,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
299,City Bus Driver,4,10,3,6,2,7,6,3,1,4,2,21 to 35,Female,655.6
300,Depot Driver,6,5,2,1,1,5,8,5,0,4,1,36 to 50,Female,626.7
301,Train Conductor,0,4,0,2,1,4,8,3,1,1,2,21 to 35,Male,660.5
302,Fleet Manager,0,3,0,9,1,9,4,1,4,3,2,51 or more,Male,693
303,Intercity Bus Driver,0,3,1,7,1,2,7,3,2,3,2,36 to 50,Male,627.6
304,Maintenance Technician,9,2,0,5,1,2,8,4,2,2,2,Less than 20,Male,595.5
305,City Bus Driver,3,10,5,8,2,8,7,3,6,10,2,36 to 50,Female,725.7
306,Fleet Manager,10,2,1,2,2,6,8,2,2,2,2,36 to 50,Female,594.6
307,Depot Driver,0,10,5,7,1,10,7,2,3,7,2,21 to 35,Male,707.4
308,Train Conductor,0,6,4,6,2,6,8,1,3,6,2,36 to 50,Female,681.3
309,Intercity Bus Driver,0,10,5,8,1,8,8,3,8,10,2,36 to 50,Female,759.9
310,Intercity Bus Driver,0,10,2,8,2,6,8,3,2,7,2,36 to 50,Female,664.3
311,Train Conductor,0,5,0,4,1,6,7,4,3,3,2,21 to 35,Female,653.9
312,Train Conductor,0,6,1,8,1,10,8,2,2,4,2,36 to 50,Female,666.8
313,Maintenance Technician,10,5,5,5,1,9,6,3,0,6,2,51 or more,Female,673
314,Environmental and Sustainability Manager,0,7,4,10,1,8,9,3,7,7,2,36 to 50,Female,739.7
315,Train Conductor,0,6,3,5,1,6,9,4,0,4,2,21 to 35,Female,673
316,Depot Driver,8,10,1,6,2,3,6,4,6,8,2,51 or more,Female,671.8
317,Intercity Bus Driver,0,5,1,5,2,2,6,5,0,10,2,36 to 50,Male,617.2
318,Environmental and Sustainability Manager,0,1,0,1,1,5,6,2,0,2,1,21 to 35,Male,605.9
319,Depot Driver,10,9,5,7,1,1,8,3,5,6,2,21 to 35,Female,710.9
320,Train Conductor,0,2,5,7,2,4,7,1,6,2,1,51 or more,Female,660.3
321,Environmental and Sustainability Manager,4,10,5,2,2,3,8,3,3,7,2,36 to 50,Female,622.9
322,Logistics Coordinator,0,4,4,7,1,8,8,3,2,10,2,36 to 50,Female,657.9
323,Intercity Bus Driver,0,10,5,7,2,6,7,1,10,5,2,51 or more,Male,740.6
324,City Bus Driver,2,5,2,5,2,3,6,3,7,7,2,51 or more,Female,641.2
325,Train Conductor,10,10,5,5,2,10,7,4,4,6,2,36 to 50,Female,670
326,Intercity Bus Driver,3,10,5,4,1,6,8,3,4,6,2,36 to 50,Female,700
327,Logistics Coordinator,0,10,0,8,1,8,6,1,5,7,2,21 to 35,Male,749.3
328,Maintenance Technician,0,10,5,9,1,10,7,1,10,10,2,51 or more,Male,804.3
329,City Bus Driver,0,2,0,2,1,1,6,5,0,5,1,21 to 35,Female,593.2
330,Train Conductor,0,10,3,3,2,6,6,5,3,1,2,36 to 50,Female,635
331,Fleet Manager,4,2,3,4,1,5,9,4,3,5,1,51 or more,Female,637.1
332,Depot Driver,0,5,5,8,2,7,4,1,2,10,2,51 or more,Male,650.1
333,Train Conductor,0,7,0,7,1,2,9,1,1,4,2,Less than 20,Female,653.5
334,Maintenance Technician,0,5,5,3,2,5,7,2,6,5,2,36 to 50,Female,716.6
335,Train Conductor,10,10,3,9,2,5,9,4,5,5,2,36 to 50,Female,684.7
336,Depot Driver,0,6,5,7,1,9,8,0,5,5,2,21 to 35,Female,748.2
337,Intercity Bus Driver,6,4,2,6,1,1,6,3,0,3,2,36 to 50,Male,628.9
338,City Bus Driver,0,10,5,8,2,1,6,5,5,10,2,Less than 20,Female,698.6
339,Depot Driver,10,10,5,9,1,10,8,2,2,5,1,36 to 50,Female,721.2
340,City Bus Driver,10,3,2,10,2,4,7,1,5,4,2,21 to 35,Female,653.5
341,City Bus Driver,8,3,4,6,2,2,8,3,6,6,1,21 to 35,Female,641.4
342,Train Conductor,0,10,5,8,2,2,9,3,1,2,2,51 or more,Female,672.2
343,Train Conductor,8,10,4,7,1,5,7,3,1,4,2,Less than 20,Female,670.7
344,Depot Driver,3,6,5,4,2,5,6,3,0,4,2,21 to 35,Female,646.7
345,Logistics Coordinator,5,5,1,5,2,1,7,4,3,3,1,21 to 35,Female,581.5
346,Intercity Bus Driver,1,10,3,7,2,5,7,1,6,7,2,21 to 35,Male,706.4
347,Operations Manager,10,10,1,10,1,8,5,5,6,5,2,36 to 50,Female,650.5
348,Maintenance Technician,10,10,1,2,2,7,4,5,6,5,2,36 to 50,Female,631.4
349,Intercity Bus Driver,0,7,0,2,2,4,5,2,0,2,2,51 or more,Male,603.8
350,Logistics Coordinator,0,10,0,8,2,1,6,2,5,5,2,36 to 50,Female,659.5
351,Depot Driver,0,3,5,8,2,2,8,4,2,4,2,21 to 35,Male,656.7
352,Depot Driver,0,1,5,5,2,1,7,5,1,8,1,51 or more,Female,644.4
353,Intercity Bus Driver,0,8,2,8,1,3,8,1,3,10,2,36 to 50,Female,680.7
354,Intercity Bus Driver,10,9,2,2,1,2,5,2,2,10,2,Less than 20,Female,664.6
355,Environmental and Sustainability Manager,5,10,1,7,1,5,8,3,4,4,2,21 to 35,Male,696.4
356,Operations Manager,1,4,2,3,1,2,9,1,1,10,2,21 to 35,Male,684.1
357,Operations Manager,0,10,1,7,2,10,7,1,3,8,2,21 to 35,Male,726.1
358,Intercity Bus Driver,0,4,2,6,1,3,7,1,5,10,2,36 to 50,Female,721.3
359,Intercity Bus Driver,10,4,1,0,1,4,6,5,2,1,1,Less than 20,Male,566.6
360,Environmental and Sustainability Manager,0,5,1,7,1,10,8,2,2,4,2,51 or more,Female,694
361,Train Conductor,7,10,5,0,1,10,10,5,2,5,1,21 to 35,Female,646.8
362,Depot Driver,4,8,0,9,2,4,7,2,1,6,2,51 or more,Male,667.1
363,Depot Driver,2,10,5,9,2,8,7,3,5,10,2,Less than 20,Male,718.9
364,Environmental and Sustainability Manager,7,6,2,8,1,7,9,3,8,8,2,21 to 35,Female,725.9
365,Logistics Coordinator,0,1,5,10,2,1,10,0,10,6,2,51 or more,Female,701.1
366,City Bus Driver,0,5,0,5,1,3,9,3,2,2,2,21 to 35,Male,619.7
367,Operations Manager,0,5,2,2,1,1,8,2,3,3,1,51 or more,Male,656.5
368,Train Conductor,0,4,4,3,2,3,9,3,1,6,2,51 or more,Male,663.9
369,City Bus Driver,2,3,2,7,1,6,8,2,8,3,2,36 to 50,Female,696.6
370,Intercity Bus Driver,0,10,2,9,1,7,7,1,8,7,2,21 to 35,Female,740.8
371,Operations Manager,10,5,2,1,2,2,5,5,0,0,2,36 to 50,Male,559.2
372,Train Conductor,10,2,2,2,1,10,8,1,0,4,1,51 or more,Male,637.9
373,Operations Manager,0,10,2,2,2,10,8,1,5,10,2,Less than 20,Male,722.9
374,Train Conductor,10,2,4,2,2,1,8,2,1,1,1,36 to 50,Female,580
375,Train Conductor,0,4,3,9,1,5,6,3,3,6,2,36 to 50,Female,713
376,Intercity Bus Driver,5,2,3,5,2,2,7,4,1,6,2,36 to 50,Male,617.4
377,Intercity Bus Driver,0,10,5,7,2,10,7,4,3,4,2,36 to 50,Female,675.1
378,Logistics Coordinator,0,5,2,6,1,3,6,3,1,8,1,21 to 35,Male,627.6
379,Fleet Manager,0,10,0,5,1,7,9,1,6,3,2,Less than 20,Male,680
380,Intercity Bus Driver,0,2,5,6,2,10,7,3,2,5,2,51 or more,Female,681.9
381,Logistics Coordinator,10,10,5,9,1,10,8,3,3,8,2,51 or more,Female,729.7
382,City Bus Driver,0,10,0,8,1,5,7,2,4,5,1,21 to 35,Female,663.9
383,Environmental and Sustainability Manager,4,10,0,7,1,4,7,3,0,6,2,21 to 35,Female,651.8
384,Train Conductor,0,10,5,7,1,5,7,2,8,5,1,21 to 35,Male,692.8
385,City Bus Driver,5,3,2,3,1,10,7,2,5,5,1,51 or more,Male,678.5
386,Environmental and Sustainability Manager,5,10,1,7,2,7,6,2,1,2,2,36 to 50,Female,645.4
387,Operations Manager,10,7,5,8,1,10,8,5,1,4,2,51 or more,Female,671.9
388,Operations Manager,0,5,1,7,1,6,7,4,4,8,2,21 to 35,Male,676
389,Logistics Coordinator,0,5,0,1,1,2,9,4,0,4,1,21 to 35,Female,590.6
390,Train Conductor,10,10,3,3,2,10,7,5,0,6,2,36 to 50,Female,617.3
391,Depot Driver,0,10,3,4,2,6,7,2,4,10,1,36 to 50,Female,660.7
392,Environmental and Sustainability Manager,10,4,1,2,2,5,7,5,5,5,1,36 to 50,Female,628.2
393,Depot Driver,7,3,0,2,1,5,7,5,0,8,1,Less than 20,Female,595.9
394,Depot Driver,0,10,2,7,1,9,6,3,5,7,2,21 to 35,Male,713.8
395,Environmental and Sustainability Manager,0,4,0,8,1,10,7,2,5,4,2,21 to 35,Female,714.2
396,Environmental and Sustainability Manager,2,5,5,5,2,10,5,0,1,3,2,36 to 50,Male,700.2
397,Maintenance Technician,0,2,0,7,2,2,5,3,4,3,2,21 to 35,Male,611.9
398,City Bus Driver,10,5,5,3,1,3,8,4,3,4,2,36 to 50,Female,658.6
399,Environmental and Sustainability Manager,3,6,3,9,1,7,8,2,2,4,2,51 or more,Male,705.3
400,Train Conductor,0,10,3,2,2,4,9,4,4,4,1,36 to 50,Female,647.1
401,Fleet Manager,0,3,0,2,1,8,8,1,1,2,2,Less than 20,Male,654.5
402,Train Conductor,0,6,1,10,1,5,7,2,2,3,2,51 or more,Male,680.9
403,Logistics Coordinator,1,3,1,1,2,5,7,1,1,5,2,36 to 50,Female,612.9
404,Intercity Bus Driver,5,8,3,4,1,8,6,4,1,5,2,51 or more,Male,681.3
405,Environmental and Sustainability Manager,1,2,1,2,1,6,6,2,8,6,1,Less than 20,Male,658.8
406,Train Conductor,3,5,0,8,1,2,8,3,3,4,1,36 to 50,Female,634.6
407,Train Conductor,3,4,2,4,1,3,4,1,3,3,1,21 to 35,Female,611.9
408,Train Conductor,0,9,1,2,1,7,4,2,5,3,1,21 to 35,Female,656.9
409,Maintenance Technician,0,3,2,2,1,7,6,3,3,6,2,51 or more,Female,667.5
410,Logistics Coordinator,0,5,1,2,1,1,9,3,2,10,1,21 to 35,Male,644.8
411,Logistics Coordinator,5,10,1,5,2,6,7,4,1,1,2,36 to 50,Female,602.9
412,Environmental and Sustainability Manager,0,10,5,9,2,3,8,2,3,10,2,51 or more,Female,694.3
413,Fleet Manager,5,4,1,9,1,3,8,5,4,3,1,21 to 35,Female,616.1
414,City Bus Driver,0,10,1,5,2,3,6,3,2,10,2,36 to 50,Male,663.3
415,Fleet Manager,0,10,5,8,2,9,8,2,5,10,2,36 to 50,Male,744.8
416,City Bus Driver,8,10,2,8,1,9,9,3,7,10,2,Less than 20,Male,721.2
417,Operations Manager,1,10,4,9,2,6,6,2,7,7,1,21 to 35,Male,674.1
418,Operations Manager,7,3,2,0,1,5,6,5,0,4,2,Less than 20,Male,622.9
419,Intercity Bus Driver,10,6,2,5,1,1,8,3,4,3,1,Less than 20,Male,636.1
420,Maintenance Technician,7,1,5,5,2,1,7,4,3,3,2,Less than 20,Male,641
421,Logistics Coordinator,5,1,5,4,2,1,10,3,2,1,1,36 to 50,Female,599.1
422,Depot Driver,0,10,5,9,1,10,7,2,8,10,2,21 to 35,Male,782.2
423,Intercity Bus Driver,4,8,0,4,1,5,6,1,6,7,2,Less than 20,Male,655.2
424,Train Conductor,0,5,0,7,1,7,8,1,1,2,2,36 to 50,Male,679.8
425,Train Conductor,10,6,5,1,2,8,6,4,1,2,1,51 or more,Female,599.7
426,Operations Manager,0,0,0,3,1,1,7,4,0,1,1,36 to 50,Male,600.2
427,Operations Manager,2,2,3,4,1,6,8,2,5,6,2,21 to 35,Male,669.4
428,City Bus Driver,2,3,1,3,1,8,7,3,0,4,1,36 to 50,Male,610.1
429,Logistics Coordinator,0,2,5,7,2,10,7,5,0,2,2,21 to 35,Female,644.5
430,Depot Driver,5,6,5,8,2,8,7,2,1,4,2,51 or more,Female,659.4
431,Train Conductor,6,10,1,5,1,7,7,4,3,4,1,Less than 20,Female,645.6
432,City Bus Driver,0,5,0,5,1,10,7,5,2,6,2,51 or more,Female,698.9
433,Fleet Manager,5,5,2,6,2,6,5,4,7,9,1,36 to 50,Male,636.5
434,Logistics Coordinator,10,5,5,0,1,3,8,5,0,4,2,36 to 50,Female,611
435,City Bus Driver,2,2,1,3,2,3,6,3,2,4,1,36 to 50,Female,603.8
436,City Bus Driver,0,6,5,1,1,10,8,2,4,10,2,51 or more,Male,687.2
437,Intercity Bus Driver,0,8,0,8,1,7,8,2,5,8,2,36 to 50,Male,698.5
438,City Bus Driver,0,10,5,8,2,9,8,2,5,10,2,36 to 50,Male,744.8
439,Operations Manager,0,2,5,7,2,10,5,2,2,2,2,51 or more,Male,698.5
440,Train Conductor,0,6,5,4,1,8,8,2,2,8,2,21 to 35,Female,715.7
441,Environmental and Sustainability Manager,0,4,0,3,1,10,8,1,1,5,2,21 to 35,Male,670.2
442,Environmental and Sustainability Manager,0,6,2,0,2,1,7,2,3,3,2,21 to 35,Female,617.2
443,Intercity Bus Driver,0,5,5,6,2,3,7,1,2,10,2,51 or more,Female,694.1
444,Train Conductor,0,5,5,10,1,8,7,3,7,7,2,51 or more,Female,756.3
445,City Bus Driver,0,4,5,10,1,4,8,3,2,8,1,21 to 35,Female,684.3
446,Maintenance Technician,10,10,5,0,2,10,10,3,1,6,1,36 to 50,Female,631.5
447,Fleet Manager,5,2,1,2,1,6,5,3,3,3,1,21 to 35,Female,605.9
448,Logistics Coordinator,3,1,4,7,1,8,9,3,5,1,2,21 to 35,Female,670
449,Logistics Coordinator,0,10,5,10,1,7,1,0,10,4,2,51 or more,Female,768.5
450,Operations Manager,0,1,2,4,1,5,5,2,2,7,1,21 to 35,Female,621
451,Train Conductor,0,5,4,6,2,9,7,4,8,8,2,21 to 35,Female,705.5
452,Fleet Manager,7,10,0,10,2,4,8,0,10,10,1,Less than 20,Male,648.6
453,Train Conductor,0,0,5,10,2,10,7,0,8,3,2,51 or more,Female,726.1
454,Intercity Bus Driver,0,6,0,7,2,3,6,2,3,7,1,21 to 35,Female,639.5
455,Fleet Manager,0,5,0,10,2,9,6,2,5,3,2,36 to 50,Female,657.7
456,Environmental and Sustainability Manager,1,10,1,2,1,3,7,5,1,8,1,21 to 35,Female,612.5
457,Train Conductor,0,4,2,6,2,4,7,3,4,5,1,21 to 35,Male,633.1
458,Fleet Manager,10,4,5,5,1,3,7,3,1,10,1,51 or more,Male,644.8
459,Logistics Coordinator,2,10,5,6,1,9,6,4,4,9,2,36 to 50,Female,691.7
460,City Bus Driver,0,8,5,6,2,10,7,3,3,7,2,51 or more,Male,698.9
461,Intercity Bus Driver,0,4,3,7,1,6,8,3,1,6,2,36 to 50,Female,654.1
462,Environmental and Sustainability Manager,0,8,2,8,1,6,7,3,6,9,2,36 to 50,Female,720.2
463,Logistics Coordinator,0,10,5,7,1,9,9,2,3,7,2,36 to 50,Female,736.5
464,Depot Driver,0,10,1,8,1,10,6,4,3,4,1,51 or more,Male,683.4
465,Fleet Manager,8,10,4,9,1,10,10,5,7,6,1,Less than 20,Female,709.7
466,City Bus Driver,2,7,0,7,1,10,7,2,0,5,2,36 to 50,Female,656.4
467,Depot Driver,0,3,5,6,1,3,8,2,4,8,2,36 to 50,Female,718.1
468,Train Conductor,0,8,5,8,2,7,7,2,5,5,2,51 or more,Female,710.2
469,Fleet Manager,0,3,2,1,1,4,6,4,8,2,1,21 to 35,Female,619.3
470,City Bus Driver,0,6,1,7,1,8,7,3,3,3,2,51 or more,Female,700.2
471,Train Conductor,0,10,3,4,1,7,5,3,1,3,2,Less than 20,Male,665.6
472,Intercity Bus Driver,6,2,0,5,1,3,7,2,2,1,1,21 to 35,Male,597.2
473,Intercity Bus Driver,0,1,1,2,2,1,8,2,0,7,2,51 or more,Female,603.8
474,Train Conductor,0,7,3,8,2,5,5,4,5,4,2,21 to 35,Female,651.6
475,City Bus Driver,0,5,4,9,2,5,6,2,2,7,2,51 or more,Female,690.9
476,Train Conductor,0,10,5,4,2,5,6,4,1,5,1,51 or more,Female,658.6
477,Train Conductor,10,4,1,2,1,3,6,5,1,8,1,36 to 50,Male,597
478,City Bus Driver,0,3,0,3,1,1,10,0,2,2,1,21 to 35,Male,626.3
479,City Bus Driver,0,7,0,0,1,7,7,2,3,6,1,21 to 35,Male,638.8
480,Environmental and Sustainability Manager,0,5,3,5,1,6,7,3,4,10,1,51 or more,Male,682.8
481,Depot Driver,1,4,1,4,2,5,3,2,2,5,1,21 to 35,Female,601.9
482,Maintenance Technician,1,3,0,5,1,2,10,1,1,9,1,21 to 35,Male,638.4
483,Operations Manager,4,8,5,9,1,2,7,3,3,8,2,21 to 35,Female,704.1
484,Intercity Bus Driver,1,8,5,5,1,9,8,3,4,10,2,Less than 20,Female,709.1
485,Train Conductor,3,3,4,3,1,3,8,0,2,6,1,21 to 35,Female,658.6
486,Fleet Manager,10,10,4,5,2,5,5,1,9,9,2,36 to 50,Male,699.2
487,Train Conductor,10,2,0,1,2,4,5,5,0,0,1,51 or more,Female,537.5
488,Maintenance Technician,0,10,3,8,1,8,10,5,2,4,2,36 to 50,Female,682.1
489,Environmental and Sustainability Manager,0,2,0,7,1,6,8,1,1,2,2,36 to 50,Female,638.8
490,Fleet Manager,2,3,2,6,2,7,6,2,6,6,1,51 or more,Female,633.5
491,Depot Driver,8,1,5,0,2,4,6,3,0,6,1,51 or more,Male,612.5
492,Fleet Manager,0,10,1,5,1,10,5,3,7,4,2,51 or more,Female,707
493,Fleet Manager,0,10,0,6,1,6,6,2,2,6,2,21 to 35,Male,670.7
494,Fleet Manager,0,6,5,6,1,10,9,0,5,10,2,21 to 35,Female,765.6
495,Operations Manager,3,4,0,5,1,8,7,2,4,4,1,21 to 35,Male,627.1
496,Fleet Manager,6,5,1,8,1,10,6,2,1,5,1,36 to 50,Male,640.9
497,Intercity Bus Driver,0,10,1,6,1,10,8,3,1,10,1,21 to 35,Male,663.4
498,Maintenance Technician,0,2,0,2,2,5,6,3,1,5,2,21 to 35,Male,602.5
499,Intercity Bus Driver,0,10,0,5,2,3,8,4,1,4,2,21 to 35,Male,605.9
500,Maintenance Technician,0,5,4,10,1,3,8,3,2,10,2,51 or more,Female,731.7
501,Maintenance Technician,0,4,1,5,1,4,7,3,1,4,2,51 or more,Male,665.4
502,Operations Manager,0,10,5,5,2,10,2,5,5,4,1,36 to 50,Male,636.7
503,Logistics Coordinator,0,8,2,7,1,4,8,2,3,8,2,21 to 35,Female,709.8
504,Train Conductor,0,3,1,3,1,3,8,2,5,7,1,21 to 35,Female,670.5
505,Operations Manager,0,9,4,8,2,10,8,4,3,2,2,51 or more,Male,683.8
506,Logistics Coordinator,6,6,2,6,2,6,6,5,1,1,2,21 to 35,Female,602.7
507,Environmental and Sustainability Manager,10,8,4,5,2,4,6,5,2,5,2,36 to 50,Female,638
508,City Bus Driver,7,4,4,8,2,10,7,2,2,5,2,36 to 50,Female,668.3
509,Logistics Coordinator,7,10,1,3,1,8,6,0,9,8,2,21 to 35,Male,705.1
510,City Bus Driver,0,1,0,8,1,10,8,0,1,1,2,51 or more,Male,665.1
511,Train Conductor,0,6,5,8,1,3,7,1,1,4,2,21 to 35,Male,712.8
512,City Bus Driver,5,10,3,5,2,5,6,3,1,10,2,21 to 35,Male,670.5
513,Maintenance Technician,0,7,3,1,2,1,7,4,1,6,1,21 to 35,Female,578.1
514,Train Conductor,0,6,3,9,2,1,8,3,1,3,2,51 or more,Female,622.5
515,Logistics Coordinator,0,10,3,5,1,10,7,3,1,10,2,21 to 35,Male,704
516,Fleet Manager,5,9,1,8,1,10,4,3,7,2,2,21 to 35,Female,700
517,Maintenance Technician,0,5,1,3,1,3,5,4,4,5,2,Less than 20,Male,634.2
518,Operations Manager,0,6,3,8,1,3,8,4,1,4,2,51 or more,Female,668.8
519,Operations Manager,0,8,1,8,1,8,7,3,2,6,2,36 to 50,Male,691.7
520,Depot Driver,3,9,4,5,1,8,8,2,1,4,2,21 to 35,Male,712.3
521,Intercity Bus Driver,0,2,5,5,1,7,7,2,0,2,2,51 or more,Female,676.2
522,Logistics Coordinator,0,4,0,0,2,4,7,4,2,4,2,21 to 35,Male,607.6
523,Depot Driver,0,4,0,0,2,1,7,4,1,7,1,51 or more,Female,642.7
524,City Bus Driver,0,3,0,3,2,2,8,0,0,3,1,21 to 35,Female,604
525,Environmental and Sustainability Manager,0,10,5,8,2,7,8,3,1,1,2,21 to 35,Male,684.9
526,Logistics Coordinator,0,5,1,5,1,10,8,3,0,5,2,36 to 50,Female,663.4
527,Depot Driver,0,10,5,6,1,7,7,5,1,10,2,36 to 50,Female,666
528,Maintenance Technician,0,10,2,5,2,7,8,4,2,5,2,Less than 20,Male,673
529,City Bus Driver,0,4,2,7,1,4,7,3,8,8,1,Less than 20,Female,667.1
530,Fleet Manager,0,10,5,3,1,10,7,3,1,5,2,36 to 50,Female,688.7
531,City Bus Driver,0,8,2,8,1,10,7,3,2,8,2,51 or more,Male,717.6
532,Operations Manager,0,2,2,5,1,4,8,5,3,3,1,36 to 50,Male,624.8
533,Operations Manager,7,6,5,5,1,6,7,3,1,5,2,36 to 50,Female,667.5
534,Fleet Manager,8,10,5,8,1,9,6,4,5,10,1,21 to 35,Female,690
535,Environmental and Sustainability Manager,0,3,0,7,2,2,7,3,1,3,2,21 to 35,Female,648
536,Environmental and Sustainability Manager,8,10,5,8,2,8,8,2,7,10,2,36 to 50,Male,732.7
537,Maintenance Technician,10,10,2,3,1,6,6,2,1,3,2,36 to 50,Female,635
538,Operations Manager,0,10,1,8,1,8,6,4,3,8,2,Less than 20,Female,676.2
539,Train Conductor,3,5,3,6,1,10,8,2,1,7,2,21 to 35,Male,661.7
540,City Bus Driver,3,8,1,4,1,10,8,3,0,5,2,21 to 35,Male,654.9
541,Intercity Bus Driver,0,10,1,9,2,6,10,3,4,2,2,51 or more,Female,663
542,City Bus Driver,0,3,5,9,1,5,9,1,4,5,2,Less than 20,Female,722.1
543,Depot Driver,5,3,0,2,2,7,8,2,4,5,1,21 to 35,Male,618.6
544,Environmental and Sustainability Manager,10,4,5,5,2,10,7,2,5,5,2,51 or more,Male,700.6
545,Train Conductor,0,4,2,9,1,10,7,4,1,2,2,36 to 50,Female,661.5
546,Intercity Bus Driver,0,10,3,7,1,6,8,4,3,1,2,36 to 50,Female,684.7
547,Depot Driver,5,5,3,3,1,2,6,3,4,8,2,51 or more,Female,693.7
548,Train Conductor,10,7,1,3,1,3,6,3,0,2,1,21 to 35,Male,588.5
549,Fleet Manager,1,2,0,5,1,5,9,2,4,2,1,21 to 35,Male,615
550,Fleet Manager,2,10,5,9,1,8,8,4,3,6,2,36 to 50,Male,710.6
551,Logistics Coordinator,10,1,1,1,2,5,8,3,1,1,2,21 to 35,Female,575.7
552,Logistics Coordinator,7,10,1,5,2,3,5,5,0,5,1,51 or more,Female,569.6
553,Operations Manager,0,10,2,2,2,10,7,5,0,10,1,21 to 35,Female,634.3
554,Intercity Bus Driver,10,6,2,4,2,5,8,5,1,3,2,36 to 50,Male,589.3
555,Depot Driver,5,4,3,3,2,5,7,4,1,4,2,36 to 50,Female,628.2
556,Logistics Coordinator,5,4,1,10,1,7,8,2,3,6,2,Less than 20,Female,666.2
557,Logistics Coordinator,10,4,2,6,2,10,7,2,0,2,2,21 to 35,Male,620.7
558,Train Conductor,3,10,5,5,2,5,7,5,1,7,2,36 to 50,Female,672.4
559,Environmental and Sustainability Manager,3,10,5,10,1,10,8,3,6,4,2,36 to 50,Female,734.8
560,Fleet Manager,0,4,2,7,2,8,8,4,1,6,2,21 to 35,Female,635.8
561,Intercity Bus Driver,0,5,3,7,1,8,7,3,1,5,2,36 to 50,Female,678.1
562,Train Conductor,0,5,2,7,1,10,8,1,1,6,2,21 to 35,Male,692.3
563,Environmental and Sustainability Manager,0,10,5,8,1,7,8,4,5,6,2,36 to 50,Female,735.9
564,City Bus Driver,0,5,5,5,1,6,6,2,2,10,1,36 to 50,Female,667.3
565,Maintenance Technician,3,4,2,6,2,4,7,2,3,10,1,36 to 50,Male,643.3
566,Depot Driver,0,5,4,6,2,3,8,1,7,4,2,21 to 35,Female,685.8
567,Fleet Manager,0,5,1,4,1,8,7,3,1,2,1,51 or more,Female,627.1
568,City Bus Driver,0,10,4,6,2,5,6,1,3,10,1,21 to 35,Female,685.8
569,Operations Manager,0,10,2,4,1,3,6,2,6,2,2,36 to 50,Male,683.7
570,Depot Driver,0,10,3,8,1,5,7,2,1,3,2,51 or more,Female,669
571,Train Conductor,10,6,0,2,1,7,3,3,0,3,1,Less than 20,Female,573.4
572,Logistics Coordinator,5,8,3,4,1,1,9,2,3,6,1,21 to 35,Female,643.1
573,Environmental and Sustainability Manager,0,10,2,9,2,6,7,1,4,4,2,36 to 50,Male,706.6
574,Train Conductor,0,5,0,8,1,4,8,4,6,10,2,21 to 35,Male,674.1
575,Train Conductor,0,2,0,8,1,4,7,4,3,4,1,21 to 35,Female,631.4
576,Depot Driver,0,8,5,7,2,6,7,1,8,10,2,51 or more,Male,733.8
577,Operations Manager,0,8,5,8,1,7,8,2,4,7,2,51 or more,Female,739.3
578,Logistics Coordinator,4,10,2,8,1,9,7,4,7,9,2,51 or more,Female,722.5
579,Train Conductor,0,8,0,5,2,10,6,4,1,10,2,36 to 50,Male,664.7
580,Fleet Manager,5,1,3,6,1,4,7,3,5,2,2,36 to 50,Male,665.4
581,Environmental and Sustainability Manager,0,9,3,3,1,3,6,3,1,3,2,36 to 50,Female,629.3
582,Environmental and Sustainability Manager,0,10,3,5,2,10,8,3,1,10,1,36 to 50,Male,685.5
583,Depot Driver,0,10,4,8,1,10,9,2,3,10,2,Less than 20,Male,750.3
584,Train Conductor,0,2,1,0,1,10,9,5,1,2,1,21 to 35,Female,605.8
585,Depot Driver,10,10,5,9,2,4,6,3,2,10,2,21 to 35,Female,692.4
586,Operations Manager,10,6,2,0,2,2,6,1,1,10,1,21 to 35,Male,595.1
587,Environmental and Sustainability Manager,0,6,5,10,1,4,8,1,2,10,1,36 to 50,Female,723.4
588,City Bus Driver,0,10,0,8,2,6,8,3,10,10,2,36 to 50,Female,703.4
589,Train Conductor,3,10,3,2,1,7,6,2,2,5,2,21 to 35,Male,687.9
590,Depot Driver,6,7,4,6,2,5,7,4,6,6,2,36 to 50,Male,657.1
591,Maintenance Technician,0,3,3,10,1,5,7,3,1,6,1,51 or more,Female,669
592,Intercity Bus Driver,10,8,1,9,2,3,7,4,3,3,2,36 to 50,Male,636.3
593,Environmental and Sustainability Manager,0,10,0,0,1,2,6,5,0,3,2,51 or more,Female,617.2
594,Train Conductor,2,4,5,8,1,6,7,2,9,10,2,36 to 50,Female,728.7
595,Depot Driver,0,10,5,5,1,10,7,3,10,10,2,36 to 50,Female,755
596,Operations Manager,1,10,5,8,2,8,7,2,6,10,2,21 to 35,Male,732.5
597,Logistics Coordinator,0,2,4,3,2,4,6,1,7,10,2,21 to 35,Female,666.9
598,Depot Driver,10,10,2,3,2,7,6,2,3,3,1,21 to 35,Female,648.8
599,Maintenance Technician,4,5,3,6,2,7,6,3,1,10,1,21 to 35,Male,630.1
600,Logistics Coordinator,4,5,1,5,1,5,6,1,3,5,2,Less than 20,Male,646.7
601,Depot Driver,0,10,5,8,2,3,8,4,1,10,2,51 or more,Male,685.8
